id,Line,Station Name,Route1,Route2,Route3,Route4,Route5,Route6,Route7,Route8,Route9,Route10,Route11,Entrance Type,Entry,ADA,Free Crossover,Entrance Latitude,Entrance Longitude
1751,Sea Beach,Fort Hamilton Parkway,N,,,,,,,,,,,Door,1,0,1,40.630609,-74.004067
1752,Sea Beach,Kings Highway,N,,,,,,,,,,,Door,1,0,1,40.605107,-73.980578
1753,Sea Beach,Kings Highway,N,,,,,,,,,,,Door,1,0,1,40.603212,-73.980199
1754,Sea Beach,New Utrecht Av,D,N,,,,,,,,,,Door,1,0,1,40.625606,-73.99683
1755,Sea Beach,New Utrecht Av,D,N,,,,,,,,,,Door,1,0,1,40.624246,-73.995962
1756,West End,18th Av,D,,,,,,,,,,,Stair,1,0,1,40.607602,-74.001491
1757,West End,18th Av,D,,,,,,,,,,,Stair,1,0,1,40.607723,-74.001894
1758,West End,18th Av,D,,,,,,,,,,,Stair,1,0,1,40.607897,-74.001628
1759,West End,20th Av,D,,,,,,,,,,,Stair,1,0,1,40.604439,-73.998164
1760,West End,20th Av,D,,,,,,,,,,,Stair,1,0,1,40.604587,-73.998007
1761,West End,20th Av,D,,,,,,,,,,,Stair,1,0,1,40.604631,-73.998498
1762,West End,20th Av,D,,,,,,,,,,,Stair,1,0,1,40.604789,-73.998349
1763,West End,25th Av,D,,,,,,,,,,,Stair,1,0,1,40.597889,-73.986958
1764,West End,25th Av,D,,,,,,,,,,,Stair,1,0,1,40.5981,-73.987279
1765,West End,25th Av,D,,,,,,,,,,,Stair,1,0,1,40.597751,-73.987112
1766,West End,25th Av,D,,,,,,,,,,,Stair,1,0,1,40.597952,-73.987442
1767,West End,50th St,D,,,,,,,,,,,Stair,1,0,1,40.636133,-73.994915
1768,West End,50th St,D,,,,,,,,,,,Stair,1,0,1,40.636139,-73.994702
1769,West End,50th St,D,,,,,,,,,,,Stair,1,0,1,40.636415,-73.994879
1770,West End,50th St,D,,,,,,,,,,,Stair,1,0,1,40.636405,-73.994673
1771,West End,55th St,D,,,,,,,,,,,Stair,1,0,1,40.631389,-73.995262
1772,West End,55th St,D,,,,,,,,,,,Stair,1,0,1,40.631538,-73.995643
1773,West End,55th St,D,,,,,,,,,,,Stair,1,0,1,40.631709,-73.995283
1774,West End,62nd St,D,N,,,,,,,,,,Stair,1,0,1,40.627299,-73.996465
1775,West End,62nd St,D,N,,,,,,,,,,Stair,1,0,1,40.62711,-73.99687
1776,West End,62nd St,D,N,,,,,,,,,,Stair,1,0,1,40.627367,-73.996729
1777,West End,71st St,D,,,,,,,,,,,Stair,1,0,1,40.618834,-73.999195
1778,West End,71st St,D,,,,,,,,,,,Stair,1,0,1,40.619133,-73.99924
1779,West End,71st St,D,,,,,,,,,,,Stair,1,0,1,40.61877,-73.998995
1780,West End,71st St,D,,,,,,,,,,,Stair,1,0,1,40.618889,-73.998832
1781,West End,71st St,D,,,,,,,,,,,Stair,0,0,1,40.62036,-73.99855
1782,West End,71st St,D,,,,,,,,,,,Stair,0,0,1,40.620379,-73.998764
1783,West End,79th St,D,,,,,,,,,,,Stair,1,0,1,40.612855,-74.000892
1784,West End,79th St,D,,,,,,,,,,,Stair,1,0,1,40.612847,-74.000721
1785,West End,79th St,D,,,,,,,,,,,Stair,0,0,1,40.614018,-74.000378
1786,West End,79th St,D,,,,,,,,,,,Stair,0,0,1,40.614054,-74.000585
1787,West End,9th Av,D,,,,,,,,,,,Door,1,0,1,40.646337,-73.994489
1788,West End,Bay 50th St,D,,,,,,,,,,,Stair,1,0,1,40.588022,-73.983735
1789,West End,Bay 50th St,D,,,,,,,,,,,Stair,1,0,1,40.588066,-73.983498
1790,West End,Bay 50th St,D,,,,,,,,,,,Stair,1,0,1,40.588305,-73.983791
1791,West End,Bay 50th St,D,,,,,,,,,,,Stair,1,0,1,40.588348,-73.983543
1792,West End,Bay Parkway,D,,,,,,,,,,,Stair,1,0,1,40.601726,-73.993696
1793,West End,Bay Parkway,D,,,,,,,,,,,Stair,1,0,1,40.601898,-73.993538
1794,West End,Bay Parkway,D,,,,,,,,,,,Stair,1,0,1,40.601993,-73.99413
1795,West End,Bay Parkway,D,,,,,,,,,,,Stair,1,0,1,40.60215,-73.993948
1796,West End,Fort Hamilton Parkway,D,,,,,,,,,,,Stair,1,0,1,40.640185,-73.994423
1797,West End,Fort Hamilton Parkway,D,,,,,,,,,,,Stair,1,0,1,40.64018,-73.99422
1798,West End,Fort Hamilton Parkway,D,,,,,,,,,,,Stair,1,0,1,40.64136,-73.994411
1799,West End,Fort Hamilton Parkway,D,,,,,,,,,,,Stair,1,0,1,40.641379,-73.994188
1800,White Plains Road,149th St-3rd Av,2,5,,,,,,,,,,Elevator,1,1,0,40.816247,-73.917798
1801,White Plains Road,149th St-3rd Av,2,5,,,,,,,,,,Stair,1,1,0,40.816315,-73.917543
1802,White Plains Road,149th St-3rd Av,2,5,,,,,,,,,,Stair,1,1,0,40.816242,-73.917934
1803,White Plains Road,149th St-3rd Av,2,5,,,,,,,,,,Stair,1,1,0,40.816265,-73.917456
1804,White Plains Road,149th St-3rd Av,2,5,,,,,,,,,,Elevator,1,1,0,40.815971,-73.917983
1805,White Plains Road,149th St-3rd Av,2,5,,,,,,,,,,Stair,1,1,0,40.815881,-73.917522
1806,White Plains Road,149th St-3rd Av,2,5,,,,,,,,,,Stair,1,1,0,40.816033,-73.918064
1807,White Plains Road,149th St-3rd Av,2,5,,,,,,,,,,Stair,1,1,0,40.815853,-73.917759
1808,White Plains Road,174th St,2,5,,,,,,,,,,Stair,1,0,0,40.837325,-73.888048
1809,White Plains Road,174th St,2,5,,,,,,,,,,Stair,1,0,0,40.837599,-73.887755
1810,White Plains Road,174th St,2,5,,,,,,,,,,Stair,1,0,0,40.837241,-73.88756
1811,White Plains Road,174th St,2,5,,,,,,,,,,Stair,1,0,0,40.837306,-73.887287
1812,White Plains Road,219th St,2,5,,,,,,,,,,Stair,1,0,1,40.883723,-73.86287
1813,White Plains Road,219th St,2,5,,,,,,,,,,Stair,1,0,1,40.883439,-73.862743
1814,White Plains Road,225th St,2,5,,,,,,,,,,Stair,1,0,1,40.887709,-73.860666
1815,White Plains Road,225th St,2,5,,,,,,,,,,Stair,1,0,1,40.88766,-73.860444
1816,White Plains Road,225th St,2,5,,,,,,,,,,Stair,1,0,1,40.887972,-73.860517
1817,White Plains Road,233rd St,2,5,,,,,,,,,,Stair,1,1,1,40.893215,-73.857344
1818,White Plains Road,233rd St,2,5,,,,,,,,,,Stair,1,1,1,40.893597,-73.857405
1819,White Plains Road,238th St-Nereid Av,2,5,,,,,,,,,,Stair,1,0,1,40.89862,-73.854316
1820,White Plains Road,238th St-Nereid Av,2,5,,,,,,,,,,Stair,1,0,1,40.898323,-73.854288
1821,White Plains Road,Allerton Av,2,5,,,,,,,,,,Stair,1,0,1,40.865605,-73.867476
1822,White Plains Road,Allerton Av,2,5,,,,,,,,,,Stair,1,0,1,40.865257,-73.867246
1823,White Plains Road,Bronx Park East,2,5,,,,,,,,,,Stair,1,0,1,40.848762,-73.868382
1824,White Plains Road,Bronx Park East,2,5,,,,,,,,,,Stair,1,0,1,40.849169,-73.868356
1825,White Plains Road,Bronx Park East,2,5,,,,,,,,,,Stair,1,0,1,40.849128,-73.868213
1826,White Plains Road,Burke Av,2,5,,,,,,,,,,Stair,1,0,1,40.871631,-73.867283
1827,White Plains Road,Burke Av,2,5,,,,,,,,,,Stair,1,0,1,40.871215,-73.867043
1828,White Plains Road,East 180th St,2,5,,,,,,,,,,Door,1,0,1,40.841223,-73.873499
1829,White Plains Road,East 180th St,2,5,,,,,,,,,,Door,1,0,1,40.841453,-73.872892
1830,White Plains Road,East Tremont Av-West Farms Sq,2,5,,,,,,,,,,Escalator,1,0,1,40.840815,-73.879623
1831,White Plains Road,East Tremont Av-West Farms Sq,2,5,,,,,,,,,,Stair,1,0,1,40.840434,-73.880005
1832,White Plains Road,East Tremont Av-West Farms Sq,2,5,,,,,,,,,,Stair,1,0,1,40.840354,-73.879833
1833,White Plains Road,East Tremont Av-West Farms Sq,2,5,,,,,,,,,,Stair,1,0,1,40.840639,-73.879555
1834,White Plains Road,East Tremont Av-West Farms Sq,2,5,,,,,,,,,,Stair,1,0,1,40.841078,-73.879397
1835,White Plains Road,Freeman St,2,5,,,,,,,,,,Stair,1,0,0,40.829903,-73.89202
1836,White Plains Road,Freeman St,2,5,,,,,,,,,,Stair,1,0,0,40.830369,-73.892015
1837,White Plains Road,Freeman St,2,5,,,,,,,,,,Stair,1,0,0,40.830074,-73.891486
1838,White Plains Road,Freeman St,2,5,,,,,,,,,,Stair,1,0,0,40.830177,-73.891482
1839,White Plains Road,Gun Hill Rd,2,5,,,,,,,,,,Door,1,0,1,40.877779,-73.866185
1840,White Plains Road,Gun Hill Rd,2,5,,,,,,,,,,Stair,1,0,1,40.877839,-73.866421
1841,White Plains Road,Intervale Av,2,5,,,,,,,,,,Escalator,1,0,1,40.8224,-73.896508
1842,White Plains Road,Intervale Av,2,5,,,,,,,,,,Stair,1,0,1,40.822447,-73.896719
1843,White Plains Road,Intervale Av,2,5,,,,,,,,,,Stair,1,0,1,40.822095,-73.896681
1844,White Plains Road,Jackson Av,2,5,,,,,,,,,,Stair,1,0,0,40.816201,-73.907942
1845,White Plains Road,Jackson Av,2,5,,,,,,,,,,Stair,1,0,0,40.816349,-73.907836
1846,White Plains Road,Jackson Av,2,5,,,,,,,,,,Stair,1,0,0,40.816589,-73.907893
1847,White Plains Road,Jackson Av,2,5,,,,,,,,,,Stair,1,0,0,40.816873,-73.907379
1848,White Plains Road,Pelham Parkway,2,5,,,,,,,,,,Escalator,1,1,1,40.856338,-73.867544
1849,White Plains Road,Pelham Parkway,2,5,,,,,,,,,,Stair,1,1,1,40.856403,-73.867771
1850,White Plains Road,Pelham Parkway,2,5,,,,,,,,,,Stair,1,1,1,40.856337,-73.867521
1851,White Plains Road,Pelham Parkway,2,5,,,,,,,,,,Stair,1,1,1,40.858041,-73.867718
1852,White Plains Road,Pelham Parkway,2,5,,,,,,,,,,Stair,1,1,1,40.858029,-73.867481
1853,White Plains Road,Prospect Av,2,5,,,,,,,,,,Stair,1,0,0,40.819583,-73.901958
1854,White Plains Road,Prospect Av,2,5,,,,,,,,,,Stair,1,0,0,40.819887,-73.901666
1855,White Plains Road,Prospect Av,2,5,,,,,,,,,,Stair,1,0,0,40.819368,-73.901966
1856,White Plains Road,Prospect Av,2,5,,,,,,,,,,Stair,1,0,0,40.819562,-73.901498
1857,White Plains Road,Prospect Av,2,5,,,,,,,,,,Stair,1,0,0,40.819684,-73.901348
1858,White Plains Road,Simpson St,2,5,,,,,,,,,,Elevator,1,1,0,40.824356,-73.892897
1859,White Plains Road,Simpson St,2,5,,,,,,,,,,Stair,1,1,0,40.824177,-73.893114
1860,White Plains Road,Simpson St,2,5,,,,,,,,,,Stair,1,1,0,40.824358,-73.892724
1861,White Plains Road,Simpson St,2,5,,,,,,,,,,Elevator,1,1,0,40.823884,-73.893197
1862,White Plains Road,Simpson St,2,5,,,,,,,,,,Stair,1,1,0,40.824118,-73.892731
1863,White Plains Road,Wakefield-241st St,2,5,,,,,,,,,,Stair,1,0,1,40.903597,-73.85036
1864,White Plains Road,Wakefield-241st St,2,5,,,,,,,,,,Stair,1,0,1,40.903283,-73.850321
1865,White Plains Road,Wakefield-241st St,2,5,,,,,,,,,,Stair,1,0,1,40.903509,-73.850124
1866,Flushing,34 St Hudson Yards,7,,,,,,,,,,,Elevator,1,1,1,40.754904,-74.001323
1867,Flushing,34 St Hudson Yards,7,,,,,,,,,,,Stair,1,1,1,40.754937,-74.000961
